"id","template_id","title","description","status","pdf_file_name","pdf_content_type","pdf_file_size","pdf_updated_at","created_at","updated_at","tag_id","creator_id","thumbnail_file_name","thumbnail_content_type","thumbnail_file_size","thumbnail_updated_at","crop_marks","share_graphic_file_name","share_graphic_content_type","share_graphic_file_size","share_graphic_updated_at"
382,10,"Never Quit Brand Story","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo and additional contact information.",-2,NULL,NULL,NULL,NULL,"2017-06-30 17:15:03","2019-04-02 14:15:22",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
383,8,"2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,"383.pdf","application/pdf",825396,"2017-07-12 16:02:17","2017-06-30 17:54:58","2017-07-12 18:12:25",NULL,2,"383.png","image/png",18818,"2017-07-12 16:02:20",0,NULL,NULL,NULL,NULL
384,8,"2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,"384.pdf","application/pdf",1530960,"2017-07-07 19:44:04","2017-06-30 18:05:43","2017-07-10 19:06:11",NULL,3,"384.png","image/png",19210,"2017-07-07 19:44:08",0,NULL,NULL,NULL,NULL
385,4,"Comparison Table","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",-2,NULL,NULL,NULL,NULL,"2017-06-30 18:22:25","2019-04-02 14:15:12",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
386,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,NULL,NULL,NULL,NULL,"2017-06-30 18:24:35","2019-04-02 14:15:15",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
387,7,"Never Quit Service Award Certificate","Use this certificate to honor a recent AFSCME Never Quit Service Award winner from your local affiliate.",-2,NULL,NULL,NULL,NULL,"2017-06-30 18:25:02","2019-04-02 14:13:10",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
388,9,"AFSCME Stands Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,NULL,NULL,NULL,NULL,"2017-06-30 18:25:39","2019-04-02 14:14:54",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
389,10,"Never Quit Brand Story","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo and additional contact information.",-2,NULL,NULL,NULL,NULL,"2017-06-30 18:26:14","2019-04-02 14:13:15",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
390,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",-2,NULL,NULL,NULL,NULL,"2017-06-30 18:27:39","2019-04-02 14:15:09",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
391,8,"2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,NULL,NULL,NULL,NULL,"2017-06-30 18:29:07","2019-04-02 14:14:51",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
392,18,"Contract Comparison Flyer","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",-2,NULL,NULL,NULL,NULL,"2017-06-30 18:30:25","2019-04-02 14:14:57",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
393,19,"New Employee Orientation Comparison Flyer","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",-2,NULL,NULL,NULL,NULL,"2017-06-30 18:31:25","2019-04-02 14:14:25",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
394,20,"Contract Member Benefits Flyer","Contract Member Benefits Flyer",-2,NULL,NULL,NULL,NULL,"2017-06-30 18:33:35","2019-04-02 14:14:48",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
395,21,"New Employee Orientation Benefits Flyer","New Employee Orientation Benefits Flyer",-2,NULL,NULL,NULL,NULL,"2017-06-30 18:34:35","2019-04-02 14:14:15",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
396,22,"Contract 2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,NULL,NULL,NULL,NULL,"2017-06-30 18:36:38","2019-04-02 14:13:54",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
397,23,"New Employee Orientation 2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,NULL,NULL,NULL,NULL,"2017-06-30 18:38:01","2019-04-02 14:14:18",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
398,13,"6.30 faces of VOA","Floating Heads Testimonial",1,"398.pdf","application/pdf",993002,"2017-06-30 19:43:21","2017-06-30 19:07:45","2017-06-30 19:43:21",NULL,138,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
399,6,"6.30 Bargaining update Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,NULL,NULL,NULL,NULL,"2017-06-30 20:52:05","2017-06-30 21:02:38",NULL,138,"399.png","image/png",30461,"2017-06-30 21:02:19",0,NULL,NULL,NULL,NULL
400,6,"6.30 Bargaining update Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,NULL,NULL,NULL,NULL,"2017-06-30 21:02:46","2017-06-30 21:02:46",NULL,138,"399.png","image/png",30461,"2017-06-30 21:02:19",0,NULL,NULL,NULL,NULL
401,6,"6.30 Bargaining update Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"401.pdf","application/pdf",571337,"2017-07-07 19:44:24","2017-06-30 21:02:46","2017-07-07 19:44:25",NULL,138,"401.png","image/png",37141,"2017-07-07 19:44:25",0,NULL,NULL,NULL,NULL
402,13,"Floating Heads Testimonial","Floating Heads Testimonial",-2,NULL,NULL,NULL,NULL,"2017-06-30 21:13:47","2017-06-30 21:14:13",NULL,31,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
403,7,"Never Quit Service Award Certificate","Use this certificate to honor a recent AFSCME Never Quit Service Award winner from your local affiliate.",1,"403.pdf","application/pdf",220149,"2017-07-05 18:00:07","2017-07-05 17:59:39","2017-07-05 18:00:08",NULL,32,"403.png","image/png",41903,"2017-07-05 18:00:08",0,NULL,NULL,NULL,NULL
404,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,NULL,NULL,NULL,NULL,"2017-07-05 18:27:56","2017-07-05 18:27:56",NULL,117,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
405,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,"405.pdf","application/pdf",504669,"2017-07-05 18:54:31","2017-07-05 18:44:11","2018-08-06 14:35:05",NULL,117,"405.png","image/png",40005,"2017-07-05 18:54:32",0,NULL,NULL,NULL,NULL
406,1,"Sector Specific Flyer","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",-2,"406.pdf","application/pdf",1502516,"2017-07-05 19:11:22","2017-07-05 19:10:58","2017-07-05 19:15:03",NULL,4,"406.png","image/png",78159,"2017-07-05 19:11:23",0,NULL,NULL,NULL,NULL
407,18,"Contract Comparison Flyer","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",-2,"407.pdf","application/pdf",511944,"2017-07-05 19:17:05","2017-07-05 19:16:49","2017-07-05 19:17:35",NULL,79,"407.png","image/png",41779,"2017-07-05 19:17:06",0,NULL,NULL,NULL,NULL
408,4,"Comparison Table","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",-2,"408.pdf","application/pdf",522047,"2017-07-05 19:18:22","2017-07-05 19:18:12","2017-07-05 19:18:38",NULL,4,"408.png","image/png",13716,"2017-07-05 19:18:23",0,NULL,NULL,NULL,NULL
409,5,"We Never Quit Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,"409.pdf","application/pdf",1652881,"2017-07-05 19:20:20","2017-07-05 19:20:07","2017-07-05 19:20:34",NULL,4,"409.png","image/png",74889,"2017-07-05 19:20:21",0,NULL,NULL,NULL,NULL
410,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,"410.pdf","application/pdf",503599,"2017-07-05 19:21:27","2017-07-05 19:21:20","2017-07-05 19:21:38",NULL,4,"410.png","image/png",21232,"2017-07-05 19:21:28",0,NULL,NULL,NULL,NULL
411,7,"Never Quit Service Award Certificate","Use this certificate to honor a recent AFSCME Never Quit Service Award winner from your local affiliate.",-2,"411.pdf","application/pdf",235913,"2017-07-05 19:22:33","2017-07-05 19:22:27","2017-07-05 19:22:42",NULL,4,"411.png","image/png",40063,"2017-07-05 19:22:34",0,NULL,NULL,NULL,NULL
412,19,"New Employee Orientation Comparison Flyer","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",-2,"412.pdf","application/pdf",2547157,"2017-07-05 19:23:10","2017-07-05 19:22:59","2017-07-05 19:23:34",NULL,79,"412.png","image/png",55335,"2017-07-05 19:23:12",0,NULL,NULL,NULL,NULL
413,19,"New Employee Orientation Comparison Flyer","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",-2,"413.pdf","application/pdf",499936,"2017-07-05 19:25:12","2017-07-05 19:24:00","2017-07-05 19:27:05",NULL,79,"413.png","image/png",14343,"2017-07-05 19:25:13",0,NULL,NULL,NULL,NULL
414,8,"2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,"414.pdf","application/pdf",1250978,"2017-07-05 19:24:30","2017-07-05 19:24:10","2017-07-05 19:25:35",NULL,4,"414.png","image/png",19662,"2017-07-05 19:24:34",0,NULL,NULL,NULL,NULL
415,19,"New Employee Orientation Comparison Flyer","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",-2,NULL,NULL,NULL,NULL,"2017-07-05 19:24:59","2017-07-05 19:25:06",NULL,79,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
416,19,"New Employee Orientation Comparison Flyer","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",-2,"416.pdf","application/pdf",2544956,"2017-07-05 19:27:13","2017-07-05 19:27:00","2017-07-05 19:27:37",NULL,79,"416.png","image/png",49791,"2017-07-05 19:27:14",0,NULL,NULL,NULL,NULL
417,18,"Contract Comparison Flyer","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",-2,"417.pdf","application/pdf",2545372,"2017-07-05 19:33:51","2017-07-05 19:33:43","2017-07-05 19:34:07",NULL,79,"417.png","image/png",42818,"2017-07-05 19:33:52",0,NULL,NULL,NULL,NULL
418,20,"Contract Member Benefits Flyer","Contract Member Benefits Flyer",-2,"418.pdf","application/pdf",3300383,"2017-07-05 19:42:04","2017-07-05 19:41:54","2017-07-05 19:42:12",NULL,79,"418.png","image/png",87832,"2017-07-05 19:42:06",0,NULL,NULL,NULL,NULL
419,21,"New Employee Orientation Benefits Flyer","New Employee Orientation Benefits Flyer",-2,"419.pdf","application/pdf",3300847,"2017-07-05 19:49:34","2017-07-05 19:49:26","2017-07-05 19:49:36",NULL,79,"419.png","image/png",90298,"2017-07-05 19:49:36",0,NULL,NULL,NULL,NULL
420,22,"Contract 2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,"420.pdf","application/pdf",3565502,"2017-07-05 20:03:42","2017-07-05 19:55:20","2017-07-05 20:11:41",NULL,79,"420.png","image/png",37179,"2017-07-05 20:03:46",0,NULL,NULL,NULL,NULL
421,9,"AFSCME Stands Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,"421.pdf","application/pdf",631845,"2017-07-05 20:08:14","2017-07-05 20:05:45","2017-07-05 20:09:44",NULL,4,"421.png","image/png",62359,"2017-07-05 20:08:15",0,NULL,NULL,NULL,NULL
422,23,"New Employee Orientation 2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,"422.pdf","application/pdf",3565758,"2017-07-05 20:08:42","2017-07-05 20:08:05","2017-07-05 20:11:44",NULL,79,"422.png","image/png",40065,"2017-07-05 20:08:45",0,NULL,NULL,NULL,NULL
423,10,"Never Quit Brand Story","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo and additional contact information.",-2,"423.pdf","application/pdf",577880,"2017-07-05 20:10:26","2017-07-05 20:10:17","2017-07-05 20:10:55",NULL,4,"423.png","image/png",60004,"2017-07-05 20:10:27",0,NULL,NULL,NULL,NULL
424,23,"New Employee Orientation 2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,NULL,NULL,NULL,NULL,"2017-07-05 20:11:35","2017-07-05 20:11:47",NULL,79,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
425,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",-2,"425.pdf","application/pdf",833997,"2017-07-05 20:14:38","2017-07-05 20:14:31","2017-07-05 20:14:54",NULL,4,"425.png","image/png",34084,"2017-07-05 20:14:39",0,NULL,NULL,NULL,NULL
426,13,"Floating Heads Testimonial","Floating Heads Testimonial",-2,"426.pdf","application/pdf",723961,"2017-07-05 20:19:23","2017-07-05 20:18:21","2017-07-05 20:19:36",NULL,4,"426.png","image/png",15541,"2017-07-05 20:19:24",0,NULL,NULL,NULL,NULL
427,14,"Sector Specific Member Benefits Flyer","Sector Specific Member Benefits Flyer",-2,"427.pdf","application/pdf",441898,"2017-07-05 20:20:49","2017-07-05 20:20:41","2017-07-05 20:20:59",NULL,4,"427.png","image/png",17957,"2017-07-05 20:20:50",0,NULL,NULL,NULL,NULL
428,16,"Bargaining Survey","Bargaining Survey",-2,"428.pdf","application/pdf",399346,"2017-07-05 20:24:43","2017-07-05 20:22:06","2017-07-05 20:26:15",NULL,4,"428.png","image/png",28289,"2017-07-05 20:24:44",0,NULL,NULL,NULL,NULL
429,18,"Contract Comparison Flyer","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",-2,"429.pdf","application/pdf",523981,"2017-07-05 20:36:25","2017-07-05 20:36:16","2017-07-05 20:36:42",NULL,4,"429.png","image/png",18034,"2017-07-05 20:36:26",0,NULL,NULL,NULL,NULL
430,19,"New Employee Orientation Comparison Flyer","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",-2,"430.pdf","application/pdf",512435,"2017-07-05 20:37:27","2017-07-05 20:37:16","2017-07-05 20:40:17",NULL,4,"430.png","image/png",7762,"2017-07-05 20:37:28",0,NULL,NULL,NULL,NULL
431,20,"Contract Member Benefits Flyer","Contract Member Benefits Flyer",-2,"431.pdf","application/pdf",438082,"2017-07-05 20:45:47","2017-07-05 20:44:10","2017-07-05 20:46:33",NULL,4,"431.png","image/png",12646,"2017-07-05 20:45:48",0,NULL,NULL,NULL,NULL
432,21,"New Employee Orientation Benefits Flyer","New Employee Orientation Benefits Flyer",-2,"432.pdf","application/pdf",428763,"2017-07-05 20:48:30","2017-07-05 20:47:21","2017-07-05 20:48:52",NULL,4,"432.png","image/png",7245,"2017-07-05 20:48:31",0,NULL,NULL,NULL,NULL
433,1,"Sector Specific Flyer","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",-2,"433.pdf","application/pdf",435464,"2017-07-05 20:52:51","2017-07-05 20:51:03","2017-07-05 20:53:10",NULL,4,"433.png","image/png",14773,"2017-07-05 20:52:51",0,NULL,NULL,NULL,NULL
434,22,"Contract 2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,"434.pdf","application/pdf",649734,"2017-07-05 20:55:11","2017-07-05 20:53:33","2017-07-05 20:55:51",NULL,4,"434.png","image/png",7078,"2017-07-05 20:55:13",0,NULL,NULL,NULL,NULL
435,23,"New Employee Orientation 2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,"435.pdf","application/pdf",649734,"2017-07-05 20:56:05","2017-07-05 20:53:57","2017-07-05 20:57:55",NULL,4,"435.png","image/png",7078,"2017-07-05 20:56:08",0,NULL,NULL,NULL,NULL
436,10,"Never Quit Brand Story","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo and additional contact information.",1,"436.pdf","application/pdf",577880,"2017-07-06 14:31:30","2017-07-06 14:31:16","2017-07-06 14:31:30",NULL,79,"436.png","image/png",60004,"2017-07-06 14:31:30",0,NULL,NULL,NULL,NULL
437,16,"Bargaining Survey","Bargaining Survey",1,"437.pdf","application/pdf",399483,"2017-07-06 14:53:04","2017-07-06 14:52:54","2017-07-06 14:53:05",NULL,79,"437.png","image/png",27126,"2017-07-06 14:53:05",0,NULL,NULL,NULL,NULL
438,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"438.pdf","application/pdf",531811,"2017-07-07 12:34:44","2017-07-06 17:55:43","2017-07-07 12:34:45",NULL,88,"438.png","image/png",37375,"2017-07-07 12:34:45",0,NULL,NULL,NULL,NULL
439,22,"Contract 2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",1,"439.pdf","application/pdf",1146684,"2017-07-11 14:02:03","2017-07-07 19:08:29","2017-07-11 14:02:07",NULL,79,"439.png","image/png",40373,"2017-07-11 14:02:07",0,NULL,NULL,NULL,NULL
440,23,"New Employee Orientation 2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",1,"440.pdf","application/pdf",1043034,"2017-07-07 21:30:02","2017-07-07 19:24:24","2017-07-07 21:30:05",NULL,79,"440.png","image/png",42669,"2017-07-07 21:30:05",0,NULL,NULL,NULL,NULL
441,10,"Never Quit Brand Story","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo and additional contact information.",-2,NULL,NULL,NULL,NULL,"2017-07-07 19:45:02","2017-07-10 19:06:14",NULL,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
442,8,"2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,"442.pdf","application/pdf",1442232,"2017-07-07 20:12:10","2017-07-07 20:05:04","2017-07-10 19:06:19",NULL,3,"442.png","image/png",44350,"2017-07-07 20:12:14",0,NULL,NULL,NULL,NULL
443,8,"2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,"443.pdf","application/pdf",1270002,"2017-07-07 20:41:50","2017-07-07 20:12:43","2019-04-02 14:14:11",NULL,9,"443.png","image/png",36712,"2017-07-07 20:41:54",0,NULL,NULL,NULL,NULL
444,1,"Sector Specific Flyer","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",-2,"444.pdf","application/pdf",507092,"2017-07-07 21:33:11","2017-07-07 21:09:10","2017-07-11 14:16:02",NULL,160,"444.png","image/png",83137,"2017-07-07 21:33:12",0,NULL,NULL,NULL,NULL
445,10,"Never Quit Brand Story","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo and additional contact information.",-2,NULL,NULL,NULL,NULL,"2017-07-10 16:32:22","2019-04-02 14:13:58",NULL,9,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
446,13,"Floating Heads Testimonial","Floating Heads Testimonial",1,"446.pdf","application/pdf",1130001,"2017-08-14 17:58:16","2017-07-10 19:44:36","2017-08-14 17:58:18",NULL,136,"446.png","image/png",46051,"2017-08-14 17:58:18",0,NULL,NULL,NULL,NULL
447,20,"Contract Member Benefits Flyer","Contract Member Benefits Flyer",-2,NULL,NULL,NULL,NULL,"2017-07-10 20:44:40","2017-07-11 14:15:58",NULL,160,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
448,20,"Contract Member Benefits Flyer","Contract Member Benefits Flyer",-2,NULL,NULL,NULL,NULL,"2017-07-11 02:01:55","2017-07-11 14:14:36",NULL,4,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
449,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"449.pdf","application/pdf",529230,"2017-07-11 13:27:56","2017-07-11 13:27:27","2017-07-11 13:27:58",NULL,109,"449.png","image/png",56981,"2017-07-11 13:27:58",0,NULL,NULL,NULL,NULL
450,10,"Never Quit Brand Story","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo and additional contact information.",-2,"450.pdf","application/pdf",1073137,"2017-07-11 13:55:52","2017-07-11 13:55:41","2017-07-11 14:14:32",NULL,4,"450.png","image/png",59099,"2017-07-11 13:55:52",0,NULL,NULL,NULL,NULL
451,13,"Floating Heads Testimonial","Floating Heads Testimonial",1,"451.pdf","application/pdf",1141710,"2017-07-11 14:15:03","2017-07-11 14:13:59","2017-07-11 14:15:04",NULL,3,"451.png","image/png",51618,"2017-07-11 14:15:04",0,NULL,NULL,NULL,NULL
452,1,"Sector Specific Flyer","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",-2,"452.pdf","application/pdf",1484444,"2017-07-11 14:57:14","2017-07-11 14:54:33","2017-07-11 15:03:40",NULL,4,"452.png","image/png",82242,"2017-07-11 14:57:16",0,NULL,NULL,NULL,NULL
453,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",-2,NULL,NULL,NULL,NULL,"2017-07-11 15:05:35","2017-07-13 15:23:31",NULL,160,"453.png","image/png",41980,"2017-07-12 16:23:48",0,NULL,NULL,NULL,NULL
454,4,"Comparison Table","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",-2,"454.pdf","application/pdf",532384,"2017-07-11 15:48:28","2017-07-11 15:13:03","2017-07-11 16:54:22",NULL,4,"454.png","image/png",37098,"2017-07-11 15:48:29",0,NULL,NULL,NULL,NULL
455,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",-2,"455.pdf","application/pdf",328170,"2017-07-11 15:27:49","2017-07-11 15:27:04","2017-07-11 15:28:04",NULL,160,"455.png","image/png",4765,"2017-07-11 15:27:50",0,NULL,NULL,NULL,NULL
456,5,"We Never Quit Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,"456.pdf","application/pdf",1642688,"2017-07-11 15:42:36","2017-07-11 15:37:48","2017-07-11 15:44:47",NULL,4,"456.png","image/png",75760,"2017-07-11 15:42:38",0,NULL,NULL,NULL,NULL
457,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,"457.pdf","application/pdf",489646,"2017-07-11 15:56:16","2017-07-11 15:56:08","2017-07-11 15:58:41",NULL,4,"457.png","image/png",23250,"2017-07-11 15:56:17",0,NULL,NULL,NULL,NULL
458,8,"2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,"458.pdf","application/pdf",1583287,"2017-07-11 16:54:49","2017-07-11 16:54:10","2017-07-11 17:11:05",NULL,4,"458.png","image/png",45106,"2017-07-11 16:54:53",0,NULL,NULL,NULL,NULL
459,9,"AFSCME Stands Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,"459.pdf","application/pdf",652273,"2017-07-11 17:13:40","2017-07-11 17:13:29","2017-07-11 17:58:26",NULL,4,"459.png","image/png",63922,"2017-07-11 17:13:41",0,NULL,NULL,NULL,NULL
